ID,Yield,Tensile,Elongation,C,Mn,S,P,Ni,Cu,Nb,Vintage,Grade_Name
1736,55581.30396,70377.60482,30.14549397,0.26965149,0.598619823,0.025561346,0.061107303,0.067648809,0.254393856,0.00117257,1952,X46
3417,75932.7016,86330.65594,28.5927366,0.127824779,1.085894308,0.021465856,0.010110692,0.030360764,0.110662875,0.05523848,1979.077576,X65
1135,54400,80200,35.2,0.226,0.758,0.005,0.007,0.083,0.164,0.001,1983,X42
429,34217.73927,55457.43234,12.51399369,0.072684332,0.47757997,0.015222372,0.020068905,0.03590093,0.066456276,0.000249741,1946.539103,Grade A
1029,61500,69000,34.8,0.046,0.974,0.005,0.013,0.039,0.075,0.012,2002,X42
3127,71308.35394,88680.51155,30.44666139,0.216098285,1.053816191,0.013703054,0.008348647,0.168358076,0.128283445,0.00133888,1968.827447,X60
2306,66790.55535,80302.4242,25.03530835,0.262210924,1.09917793,0.01120055,0.015310948,0.013427466,0.088538802,0.017091139,1958.106035,X52
2683,77522.09003,86561.84543,20.25305846,0.25964942,1.221798782,0.026113961,0.01227012,0.030931161,0.077509512,0.022807418,1958.964999,X56
3935,78968.78595,91143.23883,31.01897398,0.051918434,1.149777901,0.005205778,0.013604893,0.028396052,0.001984422,0.058847666,2014.861706,X70
4043,81145.28308,101413.1608,33.65858828,0.025055952,1.249918235,0.001881349,0.012664101,0.0723273,0.093948467,0.048611348,2010.104754,X70
1361,60303.01617,64896.63167,44.31720518,0.250584909,0.457739271,0.019033671,0.009059717,0.043276827,0.043454618,0.001174863,1996.976825,X42
872,45861.17208,61753.92273,41.67067615,0.167325829,0.717209021,0.013009627,0.043972488,0.090928179,0.00292996,0.004145522,1949.834942,Grade B
3326,70000,86000,26.4,0.055,1.06,0.02,0.005,0.014,0.02,0.06,2006,X65
3884,78934.78654,89106.51761,30.3108093,0.067164967,1.298891157,0.002156954,0.013038673,0.040129636,0.126732707,0.044622244,2009.223551,X70
3484,69100.08784,88245.93204,28.1554791,0.138831495,1.370314726,0.018438836,0.012696125,0.019471434,0.060129988,0.059468527,1975.484856,X65
3526,71911.48154,87640.79102,27.8746372,0.179669463,1.581558636,0.012203022,0.013404919,0.02980427,0.030096426,0.069959939,1996.365072,X65
2793,76937.31828,104671.6844,22.21955585,0.229677378,0.355921888,0.026618027,0.009927759,0.053588233,0.173896191,0.01250983,1953.240121,X56
1067,67500,81500,14.7,0.21,1.01,0.021,0.006,0.014,0.017,0.001,1966,X42
2685,76976.69776,97644.9645,22.89917316,0.251748857,1.000024531,0.040625935,0.002321157,0.049623807,0.159620344,0.033654816,1955.864498,X56
1975,69500,79000,26,0.18,0.931,0.016,0.006,0.029,0.045,0.038,1971,X52
266,33495.71347,52556.93435,46.70348527,0.086500281,0.228724721,0.016254995,0.01754584,0.019230158,0.019272383,0.000861761,1942.213712,Grade A
3301,63772.68054,99647.12191,26.7535635,0.210602531,1.338340253,0.016235824,0.009841197,0.19171273,0.066979928,0.033786622,1973.376358,X60
3802,78288.62885,95721.11094,27.89670083,0.043756738,1.274891849,0.002140674,0.013128763,0.030523494,0.269105464,0.086567354,2015.078708,X70
4122,81774.14421,99794.04446,28.66332504,0.064666941,1.536914574,0.00420964,0.014541266,0.088151369,0.225716044,0.070925386,2010.672969,X70
469,34470.29235,54444.32445,24.90933823,0.057747338,0.389910426,0.012275144,0.015933005,0.007630673,0.059934553,0.001045943,1943.062653,Grade A
3265,59067.98308,83963.90939,22.35861544,0.114381354,1.019351167,0.024981876,0.000812654,0.121344845,0.126349947,0.024353859,1976.828962,X60
3736,72313.69356,83872.03974,15.99732724,0.117648536,1.215944708,0.001917126,0.015766404,0.033455088,0.043271327,0.042612785,2009.598924,X65
2748,77153.78252,134523.0461,20.73546846,0.204170933,0.64056941,0.019740549,0.00830109,0.030496425,0.098202958,0.004404608,1954.546368,X56
2071,65000,94500,29.53,0.271,1.14,0.022,0.009,0.009,0.008,0.001,1970,X52
2181,59500,74000,31.2,0.201,0.7,0.016,0.014,0.021,0.049,0.001,1948,X52
2068,65500,81000,28.75,0.269,1.2,0.023,0.011,0.011,0.006,0.01,1954,X52
904,39637.14046,66959.53718,34.86968421,0.20517236,0.581188046,0.012926146,0.033455333,0.00736109,0.073583445,0.000344595,1956.181741,Grade B
3882,80068.73589,92217.76369,31.31808507,0.070642421,1.399425265,0.002864616,0.011857196,0.096981625,0.053214279,0.069347246,2005.831551,X70
1188,61300,68600,31.5,0.06,0.877,0.006,0.009,0.004,0.004,0.016,1970,X42
1771,57668.87522,68367.60355,23.8049056,0.265064361,0.892026545,0.029459465,0.031695268,0.027114002,0.249359956,0.001224847,1954,X46
245,36786.0152,45918.45493,16.57906943,0.070580899,0.684649642,0.020234303,0.002213029,0.043138881,0.109619862,0.001600291,1951.946479,Grade A
2307,62450.6887,70126.1163,30.74808253,0.241669095,1.11716016,0.027674265,0.026621451,0.119179119,0.002486006,0.003058297,1968.927734,X52
2275,65899.50726,80446.00959,32.40845383,0.245906913,1.262614686,0.015183672,0.027650318,0.092527387,0.059275907,0.007634042,1964,X52
1814,53243.59623,68186.18232,24.89424,0.212804685,0.881940816,0.019633539,0.032270281,0.031282701,0.305931625,0.001495811,1965.086733,X46
2379,66762.56094,79614.63387,28.32736413,0.257983682,1.033639176,0.024062053,0.022641501,0.031104834,0.052559888,0.015284559,1960.82368,X52
2602,76960.90872,102240.4597,20.79634618,0.241448429,1.025151375,0.026777762,0.024583271,0.076804041,0.204801301,0.031822837,1951.708516,X56
90,35333.73479,60862.52194,30.73746044,0.100491295,0.441093393,0.014837914,0.017483055,0.003018338,0.068796547,0.000735936,1952,Grade A
2177,63500,83000,28,0.25,1.05,0.014,0.008,0.016,0.148,0.001,1948,X52
926,42704.95576,71779.81832,38.57390369,0.160262836,0.457775767,0.027697335,0.004597615,0.036292541,0.097375574,0.001137432,1950.927184,Grade B
376,34614.72345,52997.19087,41.69965776,0.135458855,0.20270199,0.023654902,0.008105322,0.0205102,0.031302614,0.001564316,1954.931839,Grade A
1558,54545.04679,67897.76564,24.60463324,0.251055425,0.779558753,0.019581241,0.05124495,0.014306623,0.254551285,0.001287726,1974,X46
2828,77293.83286,112651.7339,22.17880527,0.202771262,1.189981842,0.013452057,0.02471917,0.074190781,0.135350864,0.023885342,1949.838362,X56
1124,55000,73000,28.7,0.254,0.63,0.022,0.009,0.067,0.154,0.001,1950,X42
1228,61490.99642,70565.13178,27.49779621,0.215231377,0.809880219,0.026762024,0.015391331,0.027901248,0.074173232,0.002437141,1940,X42
4124,84180.18256,99157.57429,33.52196372,0.046429978,0.888449306,0.002928129,0.017248276,0.010165026,0.16314607,0.058282329,2015.517669,X70
1640,49183.50474,85221.45516,32.96771515,0.202360385,0.614992019,0.021122231,0.028260622,0.057920816,0.331187024,0.001392635,1982,X46
3293,72443.83696,88594.37076,24.05072477,0.23232488,1.182692605,0.023404451,0.003898023,0.248956095,0.142523427,0.007715916,1979.945923,X60
1873,51965.10679,74722.20216,35.30201544,0.210506161,0.794794831,0.020239416,0.046903423,0.057959353,0.282030107,0.003348938,1952.684405,X46
4141,80240.12952,95919.70216,27.34603924,0.052983932,1.229949146,0.003978479,0.010797478,0.046034829,0.008223286,0.068868521,2009.321273,X70
2586,76777.7848,109441.195,24.17912339,0.16861547,1.308990677,0.012451238,0.012650989,0.038751624,0.1592933,0.025033246,1949.084225,X56
2028,51500,66500,34,0.258,0.68,0.023,0.01,0.049,0.116,0.002,1970,X52
239,32703.81653,47991.7422,48.53811922,0.073015553,0.527419861,0.020260709,0.025455725,0.025803965,0.068277041,0.001209956,1941.761168,Grade A
89,33926.15965,62733.95925,15.15983969,0.096539717,0.561078051,0.020934154,0.017421059,0.017701309,0.112267868,0.000319339,1950,Grade A
4096,81877.85633,95629.71314,31.33725702,0.042857251,1.51877076,0.001866293,0.009293914,0.044930251,0.19760376,0.043632972,2010.424415,X70
3732,70139.98551,86562.8517,26.49410923,0.115144128,0.958169104,0.005916651,0.025968858,0.036109951,0.022988878,0.028095642,1986.508091,X65
3525,71941.845,95220.42765,18.77247949,0.065147676,1.598470747,0.004533924,0.023558387,0.03530408,0.055827468,0.046352373,2004.061845,X65
2340,55181.58414,81323.88636,28.26948853,0.172748375,0.815565573,0.017348905,0.029635997,0.100089906,0.06336009,0.028313504,1966.78751,X52
2860,69500,82000,33.3,0.22,1.1,0.015,0.016,0.018,0.083,0.014,1983,X60
394,32085.41872,47332.9219,25.4724063,0.06638949,0.663677432,0.017964595,0.008356369,0.032342868,0.127927677,0.001321825,1954.406019,Grade A
375,37616.59977,43677.46182,36.50753096,0.051847839,0.395705817,0.021679174,0.013993288,0.019262061,0.020440729,0.000949909,1948.29692,Grade A
2252,55286.53473,89555.59935,27.0929011,0.225304759,1.199707554,0.01358267,0.002979687,0.084896342,0.050561601,0.014948016,1978,X52
4128,79491.92536,103071.0267,30.35381242,0.055327048,1.433778238,0.00358024,0.014717725,0.055641762,0.077606347,0.058845803,2011.384968,X70
1698,53979.52481,64729.78972,25.67911429,0.256480472,0.671375983,0.014093659,0.032423249,0.026346751,0.378643203,0.002187873,1961,X46
543,45600,79000,37.1,0.251,0.41,0.022,0.008,0.008,0.007,0.001,1957,Grade B
539,49000,66500,31.7,0.271,0.99,0.018,0.02,0.009,0.012,0.001,1957,Grade B
3020,68344.64256,79377.39096,29.14922053,0.199388669,0.973384787,0.016706717,0.008367485,0.102343184,0.06438204,0.013224041,1985,X60
218,35230.44204,52484.96379,43.4093455,0.15005934,0.13264599,0.024374019,0.020877463,0.029777566,0.017000813,0.000960799,1950.449977,Grade A
689,50847.98786,71372.87995,32.2566951,0.255545083,0.62903235,0.022800376,0.005128183,0.010234924,0.04181969,0.004835678,1954,Grade B
1535,53325,68877,29,0.229,0.752,0.023,0.037,0.027,0.038,0.001,1948,X46
600,50600,65000,26.3,0.182,0.636,0.013,0.006,0.013,0.01,0.001,1957,Grade B
170,33699.41195,59412.06778,33.3395374,0.043029875,0.47757557,0.024358598,0.011288457,0.033717127,0.075354591,0.000860848,1951.590912,Grade A
1662,52715.93525,73458.70454,22.47468206,0.255554348,0.7685947,0.013406008,0.045312482,0.024693803,0.247072048,0.002911041,1956,X46
2940,65024.10536,84121.76866,28.1121489,0.216587907,1.172903122,0.017368761,0.007444808,0.141451287,0.141379234,0.000817625,1993,X60
1626,50464.22603,71529.5591,22.74892995,0.232513492,0.664483862,0.022782563,0.054952192,0.010065103,0.148841755,0.00356934,1956,X46
1810,58560.6002,78163.86754,25.41798938,0.248865886,0.799198293,0.023160091,0.051123884,0.030643144,0.288746976,0.000234258,1959.030534,X46
1609,58153.47521,77977.92628,26.40194793,0.241935834,0.805988918,0.0247472,0.038640304,0.034831177,0.279686706,0.002444965,1954,X46
2642,77141.86807,114941.4072,16.22652267,0.230017434,0.629785865,0.039846587,0.005663473,0.029656192,0.139358303,0.038050656,1950.47711,X56
231,33288.82363,53117.21878,37.236382,0.185397013,0.108127523,0.026872429,0.003621841,0.030049654,0.054468924,0.001412455,1942.888352,Grade A
289,35625.64413,55496.8523,25.34479276,0.047508578,0.278628804,0.021667034,0.001417175,0.038644499,0.120422869,0.00069595,1949.473845,Grade A
591,50500,66500,24.8,0.261,0.765,0.012,0.007,0.023,0.036,0.001,1950,Grade B
1168,53311,75879,27.9,0.279,0.87,0.019,0.006,0.02,0.038,0.002,1959,X42
3166,72677.95337,100361.1672,28.77095272,0.232200549,0.95024231,0.018085529,0.002835922,0.163058206,0.064526032,0.005693654,1991.713257,X60
1033,55000,65500,33.9,0.225,0.8,0.02,0.006,0.013,0.018,0.001,1957,X42
1265,59570.5677,74173.33434,42.98776363,0.214860499,0.635961455,0.020746107,0.003780299,0.036871513,0.023802241,0.002808306,1993,X42
3731,72185.21011,81123.03387,19.56585452,0.091241853,1.119687636,0.006201781,0.019857563,0.018632694,0.023761389,0.040470589,1985.978755,X65
4087,81007.0052,97364.30876,30.54251606,0.031581706,1.305348032,0.001204839,0.01027934,0.011733987,0.217340492,0.084294743,2012.440545,X70
78,34107.75953,52079.26332,30.36827887,0.096554236,0.512048593,0.025520134,0.02189246,0.007245325,0.046424609,5.23E-05,1939,Grade A
3244,66252.05006,87430.4743,21.80355311,0.17041076,0.885702196,0.015253922,0.012222895,0.298780978,0.057152985,0.033645886,1967.165853,X60
4178,80722.8603,94966.05433,31.84537065,0.022704232,1.371593884,0.002577282,0.013024481,0.066314027,0.205050138,0.039683525,2009.645307,X70
3727,69962.65164,99393.8434,30.72911068,0.075067861,1.501720214,0.02488603,0.005104032,0.038029878,0.051585553,0.039714858,1989.640999,X65
1306,61774.59318,73892.84869,32.25624008,0.148045256,0.614742567,0.025258385,0.00646083,0.004136349,0.041110268,0.000636946,1956,X42
817,40569.02316,68027.47222,32.90034181,0.220904205,0.501624908,0.01786232,0.001374181,0.013887294,0.03172745,0.001143327,1954.34335,Grade B
786,38522.61372,76998.26042,41.12431683,0.21795358,0.865164148,0.016681416,0.013028564,0.113303352,0.078803119,0.002911721,1948.823517,Grade B
1671,58535.43082,76093.73237,27.68920128,0.22486637,0.90507168,0.023484923,0.04684086,0.028196218,0.233750274,0.002351956,1969,X46
3057,64352.48064,83566.56214,27.3214365,0.231877444,1.30878452,0.020808407,0.00676073,0.00123042,0.049422183,0.01319447,1988,X60
1177,57100,71100,32,0.21,0.6,0.027,0.005,0.074,0.224,0.001,1970,X42
2342,62342.30837,93776.18926,28.22385144,0.201689976,1.236419524,0.022312502,0.019595773,0.041166886,0.141375019,0.008007769,1953.652967,X52
3068,67294.16733,78497.91252,26.07261033,0.207351095,1.093221687,0.010638036,0.012422595,0.205456696,0.02345389,0.038135045,1975,X60
4088,78813.59505,91328.04291,25.84838375,0.024339555,1.54346732,0.005036174,0.010168737,0.026830089,0.119662772,0.038762771,2009.602956,X70
3269,61355.69582,82136.31958,21.95559047,0.189093839,1.13881829,0.015246708,0.010993626,0.156546493,0.180733841,0.017494152,1988.513648,X60
393,32731.94829,62594.67415,31.86057485,0.132723276,0.471855904,0.015694196,0.022308524,0.019956966,0.140222535,0.000853208,1942.116195,Grade A
2022,57000,66500,35,0.132,1.14,0.012,0.009,0.022,0.024,0.018,1957,X52
2788,77172.90657,89248.9898,21.47935852,0.201043201,1.138357111,0.008931751,0.016889918,0.09921475,0.111953959,0.03182233,1951.970635,X56
3602,71242.05685,85035.36857,30.28233836,0.11814923,1.245755154,0.002338695,0.001169674,0.025592395,0.01140271,0.05314791,2007.144521,X65
2802,77182.25462,113626.561,22.06744033,0.146835749,1.025571223,0.021608141,0.010249377,0.080816849,0.15391818,0.024342801,1956.055244,X56
3868,81790.55765,104265.5642,30.8405366,0.025481374,1.175457589,0.002733929,0.009343597,0.053905316,0.222184753,0.075147598,2012.200966,X70
3871,78412.88453,91785.24544,28.34762719,0.03716653,1.526102399,0.000780386,0.013513039,0.02454025,0.160548824,0.055974711,2007.698353,X70
1018,50500,60500,32.2,0.24,0.566,0.03,0.007,0.045,0.17,0.001,1961,X42
2132,66000,93500,27.5,0.272,1.15,0.019,0.009,0.119,0.188,0.001,1962,X52
1684,51264.40824,78054.07092,27.38533188,0.206345175,0.792500289,0.02824341,0.005090912,0.056327524,0.350870077,0.001096374,1960,X46
2190,58100,82700,29.3,0.242,1.16,0.018,0.017,0.016,0.036,0.001,1968,X52
1389,48410.72537,79665.86748,31.04650797,0.213205831,0.787731834,0.017380436,0.013570958,0.002528327,0.318270377,0.000373536,1980.915792,X42
1936,56500,80000,35,0.25,1.31,0.012,0.005,0.018,0.021,0,1957,X52
3107,73546.44824,87462.59654,36.20079087,0.229933021,0.962993693,0.016705592,0.002615179,0.142417911,0.226722745,0.026322354,1986.097101,X60
795,40725.73129,66873.60664,39.6098584,0.221361055,0.761408511,0.025379776,0.04036301,0.059443697,0.07883278,0.002595367,1981.079482,Grade B
1525,53300,66000,28.3,0.228,0.696,0.023,0.012,0.042,0.113,0.001,1957,X46
192,33400.4378,46946.97329,30.11621596,0.039284415,0.399598262,0.020090273,0.005987408,0.021178243,0.027645028,0.001991423,1940.644559,Grade A
2474,77080.02041,94333.88098,27.51544186,0.217360781,1.11440873,0.014393796,0.008751828,0.053463547,0.091573363,0.033381615,1951.484556,X56
2912,76802.15119,95852.83944,37.08835996,0.199558334,0.904312948,0.01459821,0.007680902,0.432842038,0.209808867,0.014847318,1970,X60
1470,47200,66500,31,0.215,0.656,0.027,0.006,0.008,0.24,0.001,1958,X46
110,36194.25568,50884.14784,20.32045795,0.10517814,0.240929404,0.014631315,0.007338839,0.010460107,0.056600883,0.001648257,1947,Grade A
2355,54681.08713,71081.70106,30.59802595,0.207712103,1.092981415,0.021992238,0.021258802,0.034668676,0.087409885,0.031707232,1961.255505,X52
2533,76714.07919,90704.19167,21.55990017,0.237020154,1.234561503,0.020845114,0.004142844,0.063254633,0.108609071,0.030098427,1956.778082,X56
3523,72955.07226,90162.69516,24.35731401,0.149298168,0.987490352,0.011431645,0.018747086,0.025243307,0.066324545,0.047942104,1990.928292,X65
1339,56363.19095,74208.15994,48.70880275,0.26650747,0.630483934,0.022320807,0.017186077,0.046955676,0.109801345,0.012548487,1975.942425,X42
832,40947.48589,72471.97646,28.71804717,0.17884623,0.662179089,0.023307227,0.02053041,0.032510993,0.08579121,0.000139634,1941.173712,Grade B
3101,75142.09036,87010.13419,20.50279977,0.085000747,1.156424804,0.02668584,0.005158069,0.157417709,0.158267945,0.004020973,1979.04936,X60
2541,77400.70996,108899.0284,23.86596598,0.22062401,0.90699827,0.0218548,0.001599313,0.021454169,0.037930362,0.002871983,1956.191958,X56
2514,77403.38046,97504.22521,25.38567627,0.153709487,1.178778024,0.02744049,0.017986697,0.052670074,0.129587666,0.029070492,1954.930009,X56
2764,77393.13412,107244.5577,26.82590587,0.218580054,1.067255441,0.016452094,0.011893401,0.060156453,0.04191986,0.007057672,1958.227223,X56
2468,77252.83521,92566.45638,24.00278994,0.196961022,0.901675246,0.019241118,0.013553815,0.051855877,0.115185939,0.015006608,1953.066296,X56
3681,76096.48305,85086.55811,25.28444013,0.128149632,1.513803527,0.010535929,0.015653295,0.023697231,0.068071458,0.043740637,2002.997993,X65
781,34807.95902,72771.75107,37.98403617,0.12770141,0.683706735,0.022296281,0.024105971,0.074797222,0.022331639,0.000575515,1937.004793,Grade B
2695,77506.66317,87751.45698,13.55826283,0.266942334,1.052914569,0.013727277,0.023981443,0.076374028,0.021075661,0.044726149,1956.259671,X56
2635,77438.12285,106636.9318,21.40514438,0.237303486,1.038713416,0.028503229,0.009701715,0.096979885,0.01213525,0.023427835,1954.296875,X56
3389,71518.00797,85944.17939,23.41699422,0.06025917,1.011498302,0.011925248,0.016965254,0.045716965,0.114223922,0.065353317,1971.475853,X65
1464,53500,71000,30,0.25,0.83,0.016,0.007,0.054,0.05,0,1949,X46
2542,77277.39449,100747.4221,22.27159247,0.209526294,0.020628725,0.027833005,0.005273544,0.067844503,0.203129696,0.032441952,1950.438347,X56
227,34519.91801,47533.49785,49.06288895,0.05016527,0.724035971,0.020015908,0.002812698,0.033598124,0.070793476,0.001233902,1942.951461,Grade A
1224,58530.95299,69859.14022,32.95235936,0.240473852,0.74363576,0.017802445,0.012524197,0.010208496,0.053985858,0.000940494,1960,X42
3310,71300,89400,29.4,0.069,0.99,0.004,0.009,0.013,0.016,0.051,1982,X65
475,35551.44679,50954.80202,36.93126556,0.092575517,0.291563452,0.022782023,0.023151719,0.004359971,0.069648023,0.001668385,1948.255813,Grade A
1941,57500,78500,30,0.23,0.79,0.025,0.04,0.04,0.19,0,1947,X52
3083,61902.71939,89960.85497,24.00695045,0.169162524,1.400616181,0.016401425,0.009596701,0.416350344,0.016104235,0.022759653,1995,X60
492,44200,77000,29,0.2,0.52,0.027,0.026,0.13,0.2,0,1951,Grade B
163,32964.35031,57951.76722,21.35051543,0.068933087,0.387851265,0.019199708,0.007916474,0.017212644,0.073498438,0.001540836,1938.508866,Grade A
4062,81795.79868,101073.3897,34.20226725,0.039416174,1.264032151,0.000757582,0.010187419,0.103953668,0.285620453,0.041032771,2012.461315,X70
1645,50730.64974,71975.77093,25.40829447,0.187843438,0.768557326,0.023352597,0.039383654,0.061148584,0.096014156,0.00195817,1972,X46
233,33090.20628,50563.35976,24.53739397,0.040279192,0.21971205,0.015924718,0.02027049,0.016646493,0.127181372,0.000712601,1944.848761,Grade A
3031,63950.71786,84261.46181,29.31355775,0.232696739,1.293214382,0.012772444,0.009414039,0.054920483,0.198138964,0.010868705,1975,X60
3652,69756.22484,96555.29139,29.169178,0.122646994,1.594774515,0.016538575,0.003624019,0.067802168,0.033745803,0.064603028,2002.881751,X65
1716,53310.40192,74778.72852,29.55012147,0.216931588,0.743024129,0.022721696,0.000470205,0.02460766,0.228099227,0.001188426,1957,X46
265,36860.28212,43302.19695,20.9838193,0.13500059,0.346540829,0.00774972,0.017824127,0.02481379,0.068339054,0.00149425,1952.851182,Grade A
894,41135.71768,60895.84755,26.50068706,0.170303374,0.591918512,0.009409337,0.002401541,0.028925178,0.053070169,0.003152534,1942.284346,Grade B
433,35812.65748,46587.0117,26.075366,0.106629612,0.700832213,0.015474136,0.000663294,0.009710938,0.032605787,0.000680632,1945.129015,Grade A
282,36863.50117,53616.88358,45.88787182,0.15099504,0.602095931,0.014764109,0.015697756,0.023820955,0.066487128,0.000814314,1954.216522,Grade A
274,34681.0559,53546.7076,40.70962448,0.09281423,0.589377884,0.010074209,0.018153655,0.023088646,0.109079884,0.001887116,1951.775776,Grade A
4067,82985.01049,100725.3636,30.68245137,0.058030183,1.442546774,0.002604666,0.012369837,0.104234442,0.107715895,0.053512291,2011.265282,X70
521,49700,68500,30,0.236,0.466,0.028,0.027,0.031,0.038,0.002,1962,Grade B
2659,76779.6092,112871.1265,24.48903645,0.220739892,0.168377323,0.018778165,0.007767067,0.023421634,0.126167239,0.011205887,1950.12766,X56
2370,67378.14227,83088.21591,29.03486322,0.158686816,0.779428408,0.018604522,0.016587319,0.030248445,0.137620896,0.025807157,1961.026123,X52
2065,57000,69000,38.5,0.223,0.835,0.021,0.01,0.018,0.033,0.002,1983,X52
4114,81485.51754,96966.67991,31.67287661,0.082280366,0.935468507,0.003485153,0.01222686,0.017223434,0.078805628,0.089380275,2014.14777,X70
639,39421.29606,73541.6804,20.2173668,0.118656938,0.364496343,0.009414601,0.0254656,0.053319945,0.119459071,0.003663302,1937,Grade B
2078,61000,87000,29.13,0.253,1.25,0.024,0.034,0.145,0.428,0.001,1961,X52
1026,60500,67500,27.1,0.185,0.64,0.025,0.008,0.04,0.13,0.002,1965,X42
2823,76417.09565,120129.1903,18.28611554,0.173556238,0.592846185,0.023944364,0.018078191,0.073572757,0.125774775,0.012076259,1955.632324,X56
3890,83741.03924,91616.19235,29.82851793,0.03247183,1.148948203,0.002440153,0.011736529,0.029706309,0.161568017,0.059026138,2012.928213,X70
2678,77688.25562,118539.2125,28.40731626,0.224940144,0.238492162,0.025536455,0.010229117,0.169376271,0.242759119,0.008385529,1952.030193,X56
1568,50232.12613,72411.18894,27.55796306,0.2582341,0.77787563,0.015085253,0.047553061,0.016374666,0.109478467,0.00202598,1974,X46
1882,48046.68782,71696.73417,23.50514249,0.26716732,0.767893906,0.018631038,0.040303634,0.037142247,0.323342479,0.001585917,1963.150909,X46
2431,76723.03267,99463.49477,26.67495474,0.214724267,1.101142621,0.019505157,0.011435359,0.044695097,0.091943196,0.021139485,1952.002737,X56
1631,55546.94161,76209.01387,29.78549908,0.242424435,1.109233779,0.023894585,0.044094496,0.069681409,0.170154656,0.00261136,1947,X46
2689,77371.55847,124827.4705,15.39768583,0.185706639,0.586971722,0.027062473,0.006347582,0.164675587,0.080341965,0.04120251,1951.314177,X56
2700,77502.70777,107090.0553,19.61791995,0.26669833,0.465873012,0.004046371,0.003908475,0.028678462,0.249527269,0.015534945,1952.408579,X56
3606,72914.48256,82645.84669,25.43125768,0.175550462,0.898357519,0.015887643,0.013721257,0.014064505,0.10199744,0.022869811,1988.512732,X65
2062,58000,72500,38.3,0.186,1.1,0.021,0.006,0.01,0.01,0.025,1979,X52
2266,62322.16281,84175.29048,30.10037693,0.246259912,1.11658062,0.023787616,0.02377858,0.005080421,0.195336484,0.005161946,1983,X52
2162,66000,90500,26.9,0.253,1.23,0.011,0.028,0.025,0.432,0.001,1972,X52
338,32696.28235,54581.33169,33.33575199,0.076758336,0.627493356,0.007957695,0.012212928,0.023402781,0.005215296,0.000888979,1948.021325,Grade A
1767,59836.65191,70745.21448,26.71866665,0.218378731,0.617881952,0.010574526,0.045973242,0.032732756,0.319646266,0.001851455,1969,X46
1002,47000,70000,31,0.255,0.59,0.019,0.008,0.007,0.014,0.001,1962,X42
117,33260.46739,40934.2013,5.013577831,0.123616659,0.433684609,0.022426262,0.017033726,0.037899441,0.029376355,0.001156669,1939,Grade A
357,35309.45839,54693.91448,30.35943983,0.074930735,0.399366175,0.024261615,0.016922034,0.04119149,0.051320839,0.000810168,1950.052847,Grade A
3242,70480.76642,83622.36008,23.49860841,0.178375649,0.612389728,0.016112186,0.007493785,0.35190781,0.164272087,0.017270451,1971.421611,X60
3985,83575.12541,105516.2825,26.36667958,0.113105511,1.2672118,0.001932961,0.013089079,0.099456716,0.1005884,0.067964563,2011.005647,X70
1646,54815.85141,70662.80029,30.8888887,0.258733231,0.873327293,0.015196828,0.046489335,0.022102046,0.177113777,0.000263689,1969,X46
2200,48500,65000,30.6,0.208,0.693,0.018,0.004,0.011,0.017,0.001,1965,X52
2838,76755.58538,87039.73679,19.58508355,0.197415615,1.197944266,0.026002831,0.01275762,0.039417727,0.083813852,0.014784757,1949.848974,X56
599,54500,69000,31.6,0.23,0.49,0.03,0.027,0.06,0.104,0.001,1949,Grade B
3664,75853.05939,84049.38267,28.59865174,0.054059921,1.208808022,0.01787587,0.012034041,0.050304786,0.026941173,0.050374409,1999.790459,X65
3939,77917.20901,93417.30393,28.07491597,0.037121218,1.254990099,0.00225094,0.01463578,0.037791188,0.098976523,0.035447578,2013.323429,X70
3761,70736.90127,78695.8412,24.33537494,0.037270715,1.123924833,0.008208424,0.014677273,0.019999361,0.067259468,0.042852509,2006.256143,X65
1649,54548.53499,73001.55633,22.64426436,0.242138514,0.619189708,0.023302463,0.044022785,0.035251164,0.196066107,0.001979948,1955,X46
2160,63500,80000,26.8,0.25,0.942,0.016,0.009,0.017,0.023,0.001,1962,X52
788,56627.13754,73246.81496,35.63039547,0.149248908,0.572686625,0.018195122,0.00819965,0.04307919,0.066432564,0.002310738,1934.87246,Grade B
132,31963.83705,57335.45249,49.58052229,0.064214283,0.549333502,0.026632355,0.022758454,0.048874432,0.094486306,0.001712396,1951,Grade A
1991,58000,71500,29,0.173,0.81,0.024,0.011,0.026,0.04,0.03,1968,X52
1708,56326.96751,80485.26529,21.97711534,0.241439312,0.779978497,0.023101007,0.039778472,0.038009368,0.241604236,0.001370111,1972,X46
3121,74005.61836,106348.0994,29.81925913,0.221466417,0.895846749,0.022014193,0.009825603,0.224534328,0.150683483,0.004626198,1967.119582,X60
3281,66984.37193,95421.38854,20.95187744,0.198426401,1.089080622,0.015434774,0.007837872,0.191813021,0.053585696,0.034010458,1985.692599,X60
1441,52000,83500,26,0.28,1.23,0.029,0.011,0.007,0.01,0,1947,X46
1000,52500,72000,32,0.205,0.869,0.024,0.008,0.022,0.016,0.002,1970,X42
3952,81525.71034,90942.35289,31.02976557,0.038435832,1.273728486,0.004068573,0.013275154,0.041046498,0.192603836,0.034780626,2011.440118,X70
2118,53000,72000,32.3,0.151,0.698,0.016,0.014,0.389,0.166,0.011,1972,X52
3645,73334.33222,86505.76924,16.406052,0.018767392,1.206107292,0.00606758,0.019916185,0.005449745,0.148507748,0.05194544,1994.252114,X65
